No.,名称,经度(度),纬度(度),高程(米),距离(千米),备注
2370,0,104.249819055,30.642557362,490.905,82.95000,
2371,0,104.250016606,30.642291897,490.782,82.98500,
2372,0,104.250214155,30.642026432,490.660,83.02000,
2373,0,104.250411703,30.641760966,490.537,83.05500,
2374,0,104.250609250,30.641495500,490.415,83.09000,
2375,0,104.250806796,30.641230034,490.402,83.12500,
2376,0,104.251004341,30.640964567,490.405,83.16000,
2377,0,104.251201884,30.640699100,490.408,83.19500,
2378,0,104.251399427,30.640433633,490.410,83.23000,
2379,0,104.251596969,30.640168166,490.466,83.26500,
2380,0,104.251794509,30.639902698,490.602,83.30000,
2381,0,104.251992048,30.639637230,490.737,83.33500,
2382,0,104.252189587,30.639371762,490.774,83.37000,
2383,0,104.252387124,30.639106293,490.798,83.40500,
2384,0,104.252584660,30.638840824,490.822,83.44000,
2385,0,104.252782195,30.638575355,490.846,83.47500,
2386,0,104.252979729,30.638309885,490.870,83.51000,
2387,0,104.253177262,30.638044415,490.895,83.54500,
2388,0,104.253374793,30.637778945,491.028,83.58000,
2389,0,104.253572324,30.637513475,491.129,83.61500,
2390,0,104.253769854,30.637248004,491.231,83.65000,
2391,0,104.253967382,30.636982533,491.333,83.68500,
2392,0,104.254164909,30.636717062,491.435,83.72000,
2393,0,104.254362436,30.636451590,491.537,83.75500,
2394,0,104.254559961,30.636186118,491.639,83.79000,
2395,0,104.254757485,30.635920646,491.741,83.82500,
2396,0,104.254955008,30.635655174,491.824,83.86000,
2397,0,104.255152530,30.635389701,492.002,83.89500,
2398,0,104.255350051,30.635124228,492.245,83.93000,
2399,0,104.255547570,30.634858755,492.499,83.96500,
2400,0,104.255745089,30.634593281,492.823,84.00000,
2401,0,104.255942607,30.634327807,493.147,84.03500,
2402,0,104.256140123,30.634062333,493.471,84.07000,
2403,0,104.256337638,30.633796858,493.795,84.10500,
2404,0,104.256535153,30.633531383,494.118,84.14000,
2405,0,104.256732666,30.633265908,494.442,84.17500,
2406,0,104.256930178,30.633000433,494.814,84.21000,
2407,0,104.257127689,30.632734957,495.205,84.24500,
2408,0,104.257325199,30.632469481,495.597,84.28000,
2409,0,104.257522708,30.632204005,495.991,84.31500,
2410,0,104.257720215,30.631938528,496.402,84.35000,
2411,0,104.257917722,30.631673051,496.814,84.38500,
2412,0,104.258115228,30.631407574,497.226,84.42000,
2413,0,104.258312732,30.631142097,497.638,84.45500,
2414,0,104.258510235,30.630876619,498.050,84.49000,
2415,0,104.258707738,30.630611141,498.037,84.52500,
2416,0,104.258905239,30.630345662,497.915,84.56000,
2417,0,104.259102739,30.630080184,497.793,84.59500,
2418,0,104.259300238,30.629814705,497.671,84.63000,
2419,0,104.259497736,30.629549225,497.549,84.66500,
2420,0,104.259695233,30.629283746,497.427,84.70000,
2421,0,104.259892729,30.629018266,497.305,84.73500,
2422,0,104.260090223,30.628752786,497.183,84.77000,
2423,0,104.260287717,30.628487305,497.105,84.80500,
2424,0,104.260485209,30.628221825,497.531,84.84000,
2425,0,104.260682701,30.627956344,497.970,84.87500,
2426,0,104.260880191,30.627690862,498.409,84.91000,
2427,0,104.261077680,30.627425381,498.848,84.94500,
2428,0,104.261275168,30.627159899,499.287,84.98000,
2429,0,104.261472655,30.626894417,499.727,85.01500,
2430,0,104.261670141,30.626628934,500.166,85.05000,
2431,0,104.261867626,30.626363451,500.605,85.08500,
2432,0,104.262065110,30.626097968,501.044,85.12000,
2433,0,104.262262592,30.625832485,500.734,85.15500,
2434,0,104.262460074,30.625567001,500.417,85.19000,
2435,0,104.262657554,30.625301517,500.100,85.22500,
